text;sentiment
Had fun on the 503 riding home because the driver was hilarious. Thank you for the fun drive! # thetripper # TTC;1
Appreciation to the many # TTC operators, station staff and behind-the-scene employees working this Thanksgiving weekend. Thank you!;1
Thank you # ttc for a full summer with subways with AC # ididntmelt;1
Whoever pushed for the # TTC monthly bus passes for October to be orange thank you, I love you, you're the real MVP;1
... and they're fixed! This made my day, @ TTChelps, and it was a good day - thank you! # ttc pic.twitter.com/9CF0tCZR6P;1
Thank you Mr Busdriver! You did me a solid and I don't think good drivers get enough credit. # ttc # bus7862 # 65parliament;1
To all the # ttc bus drivers that are pulling away from a stop and wait for the ppl running for the bus, THANK YOU;1
@ TTChelps give credit where credit is due- thank you for a seamless commute home on 501 # streetcar # shuttlebus # TTC # SOtoRA;1
A huge thank-you to the # TTC folks who do a hard job in a friendly, helpful way., like the dude driving this streetcar.;1
Kudos to # ttc bus drivers... The amount of crap they get from out of line “customers” is unbelievable # ttcbusdrivers # thankyou # ridiculous;1
Thank you to this amazing # TTC driver. An idiot truck driver suddenly cut off the bus. We're all alive and ok.;1
Loving the sound of the # ttc streetcars back on Queen St @ m_layton. @ MelodyInToronto and I thank you! @ TrinityBellwood;1
YES! THANK YOU @ CBCTrafficTO for using the # TTC subway name & 1st!!! So much less cognitive stress. # accessibility # AODA @ OntHumanRights;1
Chas the # TTC staff (saw his name tag) did a great job to stop peeps from budding line & put things in order. Thank You Chas @ TTChelps;1
THANK YOU @ TTCnotices @ TTChelps @ bradTTC for the most hilarious 'stop request' bell ever!! Entire bus in stitches the whole way # TTC pic.twitter.com/6zd4TodZwx;1
On Tuesday, a # TTC # busdriver was off shift and offered people leaving the RT station a free ride to # Kennedy. # NiceSurprise # Thankyou pic.twitter.com/OH3QRfertG;1
Thank you TTC, no driving today! enjoying a fun day at the ballpark! # rumandcoke # bluejays # ttc… https://www.instagram.com/p/BXs-qnzA-hx/;1
Dundas St # TTC track replacement completed months ahead of schedule. Thank you to the TTC crews for your hard work! http://www.cp24.com/news/dundas-street-will-reopen-one-month-ahead-of-schedule-following-watermain-work-1.3540028 …pic.twitter.com/HGxeqw7lOy;1
Thank you man cleaning the subway who woke me up when we got to finch instead of leaving me there for the return trip. # ttc # TOpoli;1
# TTC # TTCHELPS Streetcar driver #4405 on route #509 for waiting while I ran to the stop # service # thankyou # happycustomer;1
I lost my wallet two days ago in TTC. But someone returned it n got it today from TTC lost articles office. # thankyou # TTC # Toronto;1
Thank you to our colleagues at @ TO_Transport and the # TTC for being steady, persistent collaborators on # KingStreetPilot. # LetsDoThishttps://twitter.com/to_transport/status/883122653917216768 …;1
To the # CityofTO # TTC and @ TorontoPolice Thank you for keeping us all safe this # canada150 # gloriousandfreepic.twitter.com/gPzupaN2H9;1
Thank you # TTC You have been an important part of # toronto through all these years # canada150… https://www.instagram.com/p/BV8kYNshg2P/;1
@ TTCnotices @ TTChelps THANK YOU STREET CAR 4434! What a great ride! # bluejays # Toronto # Canada150 # bekind # drivesafe # TTC pic.twitter.com/92Z17eBy8y;1
"Thank you for flying # TTC <...> Hope you can tolerate the ride"" Bus driver on route 67 north, #7537 is hilarious! @ TTChelps # mademyday""";1
Our TTC technicians have affected repairs to our system announcements. Thank you for your patience. # TTC;1
Thank you # TTC for adding new spacious buses to the route 25. Much appreciated!;1
Heroes live among us. And to the # TTC employee, thank you! # Toronto @ TTChelpshttps://www.facebook.com/marta.bento.37/posts/10154605507190544 …;1
Had a great conversation with # TTC 97 Yonge Southbound driver today - he's a great brand ambassador & made my morning! # ThankYou @ TTChelps;1
I had the best bus driver. He was driving the 129. He said hello and have a good one. He had a pony tail. Thank you, @ TTChelps # TTC;1
@ TTChelps - GM, thank you for the good job with shuttle buses on Bloor. Shame people don't know how to travel on the # ttc. Have a great day!;1
Thank you # TTC for informing me that @ TheJerryCans are coming to Toronto!! pic.twitter.com/tDCe5DdIYr;1
Thank you to whoever created the new shuttle bus system @ broadview way more civilized and fast! # ttc @ TTChelps @ TTCnotices # goodjob;1
@ TTChelps # TTC . . /2 want to say THANK YOU to every1 esp the awesome person who handed it in and the very friendly guy at L&F office;1
Thank You to the # ttc driver on Lansdowne bus #1512 for waiting for me this morning! That was very nice of her. Bus drivers NEVER wait!!!!;1
Thank you to the guy who just held the subway door open for me w/ his foot # ttc;1
If you're taking # TTC today, say Thank You to the driver as u exit.They work hard to get you where you need to go. Plus, it's nice. # Toronto;1
Thank you to the # ttc riders who gave me and my toddler a seat on the subway this week. @ TTCnotices;1
Thank you # subway helper for helping me answer my puzzle. # Dumbledore # Ttc;1
# BestDriverEver. Thank you # TTC . May16 bus. 6:20am. # 41keele at Wilson. I needed that laugh!;1
Thank you @ cibc for our FREE ride with the UP train to the airport! # ttc # cibc # up # airport;1
Thank you to the # TTC attendant who noticed my tired face and told me which subway car would have the most seats. # kindnessgoesalongway;1
Big thank you to the man that called out to me after noticing my # ttc metropass fall out of my pocket. He is the MVP of today!;1
Thank you to the woman who noticed I dropped my Presto card and gave it to the driver. This would have been the 2nd one in 2 weeks. # ttc;1
Thank you for brightening my commute home... # TTC # SubwayMusicianspic.twitter.com/mSLhQnyoVN;1
A big shoutout and THANK YOU to the Good Samaritan that found my phone and turned it in to # TTC lostnfound !! Amazing !!! # happyending;1
Before too into my day, must acknowledge (new?) Finch # TTC employee. Said both good morning & thank you. Stood out from the usual angry man;1
We love our new # TTC ads from @ pattisonoutdoor! https://www.instagram.com/p/BTtqy8kBA0Z/ Thank you @ publicinc for your design help # toronto # courierpic.twitter.com/wD8X5mhhsN;1
To the 501 w-bound streetcar driver who decided to make everyones' day on an otherwise gloomy Thursday, THANK YOU. We need more of you! # ttc;1
How a Toronto subway worker helped save a man who had climbed onto the tracks http://www.cbc.ca/1.4094794 # toronto # ttc # thankyou # compassion;1
Our unsung heros are the ones we should be proud of the most...spread the goodness, it's contagious http://www.citynews.ca/2017/04/26/quick-thinking-ttc-worker-saves-life-man-distress/ … # TTC # Thankyou;1
Stay strong. Thank you Toronto. # Canada # TTC https://twitter.com/norm/status/857644867463372800 …;1
that backpack issue ....grrrrr. Great campaign thank you! # ttc # courtesy # commonsense # benice # polite;1
Thank you # 501Legion guy on the streetcar. My day has just improved immensely. # starwars #512 # ttc;1
Thank-you to # TTC worker, they never get the praise they deserve we only ever see the negative! # cityoftorontohttp://www.bttoronto.ca/2017/04/27/quick-thinking-ttc-worker-saves-life-of-man-in-distress/ …;1
Thank you to the # TTC driver who just let me onto the bus because I was crying and it was raining and my PRESTO card wasn't working;1
"Thank you @ TTChelps for the valuable announcements on the subway. After hearing Attenshmff mrff shmrshff wwrshmfrrsh"" I'm more aware # ttc""";1
@ TTCplanning @ TTCsue Thank you to those working so hard to IMPROVE the # TTC;1
. @ TTCnotices Thanks 4 the notices. Also thank you to the hardworking # TTC staff 4 upgrading the structure to keep service safe & smooth;1
Thank you to # TTC staff helping direct traffic in the PATH today! pic.twitter.com/50FD3PrneY;1
@ TTChelps I don't normally travel by TTC Bus. Today I had a helpful bus driver #7817 # customerengagement # Toronto # ttc # thankyou # Helpfulpic.twitter.com/YLgtB4b0rx;1
Only in # Toronto! Forgot my audio kit on the # TTC. Streetcar drivers helped me find it!!! Thank you @ TTChelpspic.twitter.com/pVQVIbVY2x;1
"@ CBCHereandNow Told the bus driver I could say Thank You"" in 26 languages. He said: ""I'm fluent in cursing."" # Languages # TTC. # comedy.""";1
Home safe and sound. Thank you to everyone working out in the # icestorm tonight, including my # TTC drivers. Stay safe # Toronto!pic.twitter.com/Rctlw96xtP;1
The woman who does the # ttc announcements at bloor-yonge. I WILL be careful on icy sidewalks, thank you! @ TTCnotices;1
The super nice driver of streetcar 4000 506 east waited for us at college and duff! Thank you! # ttc @ TTCnotices @ TTCing;1
To the two guys who helped me carry my Little one up the stairs in the # TTC thank you # ILoveTO;1
Thank you to the nice driver of the 86A that i'm riding in now. Bus 7557. Wish all drivers were nice this early. # ttc # goodpeople;1
Today on the # TTC someone was being aggressively racist. # Thankyou to the ttc driver for not allowing for such intolerance.;1
To the man playing cello on the # ttc afternoon, thank you, you are a gift;1
@ TTChelps a polite, pleasant and helpful bus driver on the 11A North on Bayview. Thank You! # TTC # customerservice;1
You know the feeling of the subway doors closing in your face? Now imagine the operator opening them back up for you. # ttc # thankyou # ontime;1
Thank you . @ CorbySW # CorbySW for providing free transit on # TTC tonight.;1
Thank you . @ TTChelps # TTC for putting up with all the tomfoolery while getting us home safely tonight.;1
"Dear Yonge TTC musician playing Can You Feel The Love Tonight"": saxophone version, THANK YOU. # subwayjams # ttc # nye2016""";1
Merry Christmas to all the transit workers out there. Thank you for getting me where i need to go safely # Go # TTC # Viva # DRT;1
# thankyou # toronto # ttc for a smooth ride back home in spite of the snow! :);1
Thank you to the # ttc driver on the 505 w the Xmas lights on his hat for making the rush hr ride a little extra jolly this eve! @ TTCnotices;1
Many thanks to the 57 midland bus driver that waited for me. # ttc # thankyou # babyitscoldoutside;1
Thank you # TTC, it really was the better way today. Good job. Well done .;1
Thank you @ TTCbrad & @ femwriter for your openness & compassion. # metrolinx # ttc @ TTChelps @ TTCnotices # yyz # Toronto https://www.thestar.com/news/gta/2016/12/09/ttc-metrolinx-confronting-taboo-about-talking-about-suicide.html …;1
@ TTChelps A Christmas tradition with the # TTC at Yonge and Bloor subway platform. Rush hour, what rush hour? Lots of smiles. Thank you! pic.twitter.com/TDFZEPB7gn;1
Thank you @ metromorning for taking about # suicide in the # TTC;1
Thank you @ metromorning for the critically important discussion about suicide. Convos like this do save lives. # TTC;1
# ttc # shoutout to the subway train driver who suggested transfer at Spadina instead of St.George during the morning line 2 delay. # ThankYou;1
Thank you to the @ TTCnotices shuttle bus drivers this morning. I'm guessing they definitely had worse mornings than any of us commuters. # ttc;1
Thank you employees of the # TTC. No subway-line 2, yet fully prepared at YongeBloor w/ample shuttle buses! Impressive! @ TTChelps @ bradTTC;1
Thank you for waiting for me while I ran like a crazy person to catch you @ TTCnotices Bay bus, much appreciated! # ttc # thankyou;1
Sincere thanks to the dude that gave me a heads up that I dropped $10 on the train when I pulled out my phone. Thank you! # TTC # Kindness;1
Thank you for your response. That is good to know. They do look nice. That being said, I remain displeased w the fare hike. # TTC;1
Thank you # TTC for free ride home after grey cup.;1
A big Thank You to whoever returned my bag! Your kindness is appreciated, hope it comes back around! # ttc # lostandfound # kindstranger;1
Thanks to bus driver of route 132 #1096 this evening-- the late RT Line 3 riders thank you! # ttc @ TTChelps;1
Thank you # ttc for the reminder! @Queen's Park https://www.instagram.com/p/BNKQ1wtAPNS/;1
# TTC will be stopping all vehicles for two minutes at 11am to honor our fallen. Respect their stoppage.. don't get mad! @ TTChelps Thank you;1
Big thank you to the 110C # ttc driver who waited for me while I was waiting for the light across the street. You're the real MVP today.;1
@ TTChelps To the # TTC driver driving Line 2 shuttle bus 7473, thank you for engaging your pax with trivia & fun! You made my day brighter!;1
Thank you! Looking forward to them. Nice to see other dedicated employees who make a difference! # Local113 # TTC;1
Much thx to Jones bus 7781 and the fare inspectors who helped me get to the symphony on time today!! # ttc # thankyou @ TTChelps;1
Lost my keys on # TTC today. The drivers on my route went above and beyond helping me track them down. # ThankYou;1
"# TTC driver said have a safe weekend"" before crew change. I thought, thank you, have a safe weekend too # toronto # transit""";1
"I sneezed on a subway train and the driver announced bless you"" # ttc # thankyou""";1
Thank you # TTC for getting me to work everyday to earn my livelihood. Couldn't imagine a Toronto without your service. @ TTCnotices @ TTChelps;1
2/2 He proceeds to welcome me in. Thank you sir! You the real MVP! # thelittlethings @ TTChelps # TTC;1
With # ttc bus drivers that are rays of sunshine first thing in the morning, it's hard to have a bad day. Route #44 8007 driver thank you.;1
To the bus driver for the 25 heading north. Thank you so much for going to the extra mile in this storm and for your kidness :) # ttc # ttc25;1
@ TTChelps @ bradTTC @ JoshColle @ TTCsue Please be on time again like you did for route 60 express to finch stn 7am. Thank you! # TTC;1
Huge thank you for bus driver on # TTC 8490 Bus Route 36 East for waiting for us # JacksLibraryTour homeward @ TTChelpspic.twitter.com/EhYfUh9fRw;1
Once again # TTC 514 drivers are just awesome. Thanks to the WB car 4135 driver. Thank you :);1
@ TTChelps @ bradTTC @ JoshColle @ TTCsue Today's route 60 service was A. On time I was able to sit and not crowded at all. Thank you # TTC;1
Thank you to driver of 506 bus (7806) for giving me a fare mulligan # nostreetcar # nopresto # noproblem # TTC;1
Thank you to the #102 Markham bus driver for waiting for me to cross the street earlier today ! # TTC;1
# TTC bus 7625 on express 185 route driver is the nicest dude! just accommodating passenger w/ such ease! thank you! # OneOfTheGoodOnes;1
@ bradTTC @ JoshColle @ TTCsue route 60 service felt a lot better today. Thank you. I'll see you tomorrow! # TTC;1
Thank you # ttc driver on 506 college bus for your jokes - whole back of the bus is smiling!;1
Thank you # TTC for being there for single hardworking females. I love my city. xo;1
@ TTChelps # ttc big thanks to car 4030 driver on 506 EB route for spotting me and letting me on!!! # thankyou;1
Ahh...THANK YOU TTC 85A FOR HAVING AIR CONDITIONING ON THE BUS!!! # ttc;1
Thank you to the TTC attendant at Yorkdale for letting me ride for free today # grateful # TTC # gooddeeds # niceguy;1
Just want to give a shoutout to the driver of # ttc bus 7654 this morning. Friendly and efficient service. Bonus the bus had AC. # thankyou;1
Thank you # ttc for creating route 191D! So much faster to Humber.;1
Thank you to # TTC driver on bus 1411 who went out of his way for customer service right now in Mississauga, we need more like him @ TTChelps;1
Nice cold trains on a hot summers day. Bloor-Danforth. Thank you # TTC # toronto;1
Thank you # TTC for the safety provided. It often goes unrecognized. https://twitter.com/PCArsenault/status/765219949073891329 …;1
Hooray! # Eglinton # TTC station on Line 1 finally has wifi!! Who knew? Was there an announcement? Thank you @ TTC @ bradTTC;1
Clean makes the commute bearable. Thank you!!! # TTC https://twitter.com/bradttc/status/764124857965670400 …;1
Shout out to amazing # TTC driver @ TTChelps ...you are an # angel thank you! pic.twitter.com/5yq09mdbe4;1
# HappyFriday! New trains full of a/c on Line 2! Thank you, # TTC!;1
Whether # TTC strategy or the thoughfulness of employees, it was wonderful to have drivers announce which subway cars have A/C. # thankyou;1
: # TTC # Thankyou for listening to customers service has improved considerably;1
To the @ TTChelps diver who just made my day. Thank you! I hope the rest of the day is kind to you! # stclairroute # busdrivecheers # TTC;1
# TTC rocks, big thank you for TTC employees and for the great passenger on bored of bus 512 for returning my wallet.;1
@ TTChelps # TTC nicest streetcar driver I've met in a long time. Rte 514 car 4051. Thank you :);1
To the young driver of # ttc subway train 5150, thank you. You made my son's rainy Sunday great (pulled into St.George at 2:20PM-westbound);1
# TTC driver on my 514 car home is just a nice man. Thank you sir for making a 2+ hour commute home that much better. # therearegooddrivers;1
Wow! I got on the subway and travelled 15mins without interruption!! So ecstatic! Thank you # TTC for the power of lowered expectations;1
@ TTChelps hey, thank you for running shuttle buses to Don nills. Credit where credit is due. # ttc # topoli;1
Thank you for being so supportive, helpful, and thoughtful. # cycling # ttc # appreciation # Lawrence # goodideapic.twitter.com/x0PgtaMOvR;1
Had a nice, cool, comfortable ride on the Bloor-Danforth line due to new trains that were fully air conditioned. Thank you # ttc.;1
First time on the new single column trains on Line 2!! Joy! Thank you, # TTC;1
@ TTChelps the new trains now being on Line2 # BLESSING! # TTC # HappyCustomer # ThankYou!;1
"The first time I have been on a new"" train on the Bloor line. AC is wonderful. Thank you # TTC!""";1
"I just got off the College shuttle bus and said thank you (like every good Vancouverite) and the driver shouted back You're welcome!"" # TTC – bei Yonge & College""";1
Now that I am away from Toronto, I can appreciate the # ttc so much.;1
Having so much fun - today - at Finch West brand new subway station Open House, with Mayor Tory and my beloved family ! # TTC # Toronto # Line1ext # JohnTorypic.twitter.com/BAWQz6lfHN;1
I love riding the # TTC when I visit Toronto from Calgary!;1
Kudos to Bus No 8735 Rt25C @ TTChelps. Its the first blast of winter and I think everyone could appreciate him stopping for someone running. Happy climbing humps day. # ridingthesix # TTC # Toronto;1
Will definitely be using the # TTC again this year to get home from my NYE celebration. I do love how @ CorbySW provides # CorbySafeRideshttps://twitter.com/CorbySW/status/937709432351477760 …;1
Sherbourne to Bathurst in 15 minutes. I love the # KingStreetPilot # TTC;1
Yet again, a great # ttc driver on the 47 route saw me running for the bus and stopped! Thanks - I appreciate the kindness and great service. # torontolife # Kindnessmatters;1
A Monday morning shout out to the 47 route # TTC driver who waited for me to cross the street. I appreciated this simple act of # kindness;1
Appreciate your response and the # TTC's efforts.;1
LOVED seeing the @ TorontoPolice on the # TTC tonight! Made me feel so safe having them there;1
Operator of @ TTChelps 505 Dundas car 4078 bringing the yucks tonight. Much appreciated. Happy Birthday Laura. # TTC;1
Hello # Toronto,hello my fav transit system... # ttc has probably the most diverse ridership in the world. # transitlove @ rkeil @ Global_suburbspic.twitter.com/KZSBVIpTbX;1
5) @ TTChelps @ TTCnotices @ TTCchair as a daily user of # TTC in the 21st Century, I appreciate not carrying tokens # TTC # TTCfail @ metrolinx;1
The # TTC is extending all-night service on Line 1 & 2 of the subway for # nbTO17! For more info visit: http://ow.ly/HzB130fwMeR;1
Additional # TTC Constables are patrolling and ensuring your safety while you are enjoying # NuitBlanche - TTC is running ALL NIGHT.;1
The # TTC Blue Night Network service is available after 1:30 am. So take your time & enjoy the art! # nbTO17 http://ow.ly/I9iA30fwMkl;1
Love the new streetcar on St Clair west # ttc # streetcarpic.twitter.com/Vs8lJBBL6y;1
Just had a very safe # TTC ride. # NuitBlanchepic.twitter.com/0fJiV9EfFl;1
I’m always impressed how the # TTC driver can maneuver a sharp turn. They make it look so easy.;1
I love how you are way more excited about the opening of the new extension of # Line1 # TTC I hope you get to work on the YongeSubwayExtension;1
Shoutout to the bus driver on bus 8683 (Warden) this morning who made fun names for all the bus stops to entertain us all # TTC @ TTCnotices;1
"Stop violence against TTC workers. We need the same respect our passengers want."" http://www.cbc.ca/1.4312106 # ttc""";1
Shout out to the awesome # ttc subway driver who sang Friday I'm in Love to my packed eastbound train. # TGIF # mademesmile;1
Riding the # ttc and seeing the amazing diversity of my city brings me such joy. I love # Toronto;1
You are the only thing I love about the # TTC. I feel it important to stress that there's one good thing about such terrible service.;1
Yup! Our dearest beloved # TTC .... so much love;1
Love it when # ttc bus driver acts like captain of a commercial airline. # goofyannouncements # ridetherocket # actuallyhadagoodttcexperience;1
I love Bombardier's new retro TTC streetcars. # ttc pic.twitter.com/FBpYUR5O0a;1
So great living in a city that has such a cool # transitsystem. Love # Toronto and the # TTC.;1
Museum is my favorite # TTC station. I love the scrolls and red columns. # TIFF17 # TIFFxTTCpic.twitter.com/ieHOHVIccB;1
We might be biased, but we love them all! # TTC # TIFFxTTC # TIFF17 @ TTCnotices @ TTChelpshttps://twitter.com/tiff_net/status/902593176187404289 …;1
Love this ad I saw on the # ttc pic.twitter.com/fUDFmdnuyM;1
@ oddthingsisay is a streetcar operator and he played some Tram-Panic! Always awesome to get some # TTC love pic.twitter.com/Z9CV8XzkKO;1
I change my mind, I love u # TTC;1
The # TTC driver driving #4181 streetcar right now is hands down my favourite. Always puts a smile on my face. # feels # loveyourjob # Stayhappy;1
Loved getting to spend the morning with honorary # TTC, kelliepickler! http://fb.me/AQUDrjiK # Titans;1
There's a new driver being trained on the @ TTCnotices bus and the trainer is doing an incredible job, friendly and helpful. # ttc # toronto;1
Love this poster!! # Toronto # gender # ttc # RedefiningGender # torontoforall .ca @Toronto, Ontario https://www.instagram.com/p/BXImzSnniKE/;1
@ ttc greatest driver ever on streetcar 4176 # myfavourite # thinkiminlove # ttc # carlton;1
Found my wallet thanks to # ttc streetcar drivers;1
@ TTChelps Kudos to current # TTC route 185 bus driver (bus 7406) for pointing out an awesome sunset view to riders. A nice touch!;1
"Just being told Have a good night and see you tomorrow"" on the # TTC put a smile on my face. Thanks Coxwell transfer announcement!""";1
Loving this # TTC # SketchTheLine of the # Avengers taking the subway in Toronto! ⠀ I'm assuming it's for this week… https://www.instagram.com/p/BYeXUjrgdOh/ pic.twitter.com/ke5lR0Ma9E;1
My first time on the # TTC streetcar, ever. Thanks @ rootscanadapic.twitter.com/l2EBk0Nv2R;1
"Thanks to @ bradTTC & @ TTChelps for walking-the-talk on meaningful"" # OpenData, and NOT Building a Stand-Alone # TTC data-portal in # TOPoli.https://twitter.com/open_to/status/903302571770744833 …""";1
"Streetcar driver going full Weird Al, singing solar eclipse of the heart!"" There are some good days on the # TTC.""";1
"Hey Hugh! I sure was driving the 72 - buses 7817 & 7879. Thanks for the kind words; glad I took the edge off. # TTC # TheTripper @ TTChelps";1
Thanks again # ttc for the worst possible service today. How bout you fix your stuff for 2018 to actually merit best transit system in North America # transit # newyear;0
I take the 44 north to Kipling Station because the 501 wait was 20 minutes. The train went 1 stop and turned around at Kipling. Shuttle bus line up went from the 37 bus platform to the subway train platform. Now I'm on the 110 going back to Lakeshore to take the 501. # TTC eh?;0
@ bradTTC Why don't you paint the right of way at Queen's Quay a different colour to make it much more obvious that it's not the road. # TTC # Toronto # TOpoli;0
Another suicide attempt on the # TTC this aft. Sad reminder of the story that was probably the hardest this year to report, and the one I was most pleased to be able to write https://www.theglobeandmail.com/news/toronto/suicide-on-the-subway/article35964929/ …;0
Yes! Let’s normalize crapy customer service. Let’s normalize shitty # TTC being the transit system of the year. Let’s normalize paying higher prices for rudeness and neglect. Where are your kids would prefer to immigrate?;0
Arrive at Finch on New Ywar’s Eve afternoon - no trains, one screen says “D”, the other says “N/A”. # ttc;0
# ttc Service is super slow today. Every 7- 10 mins for the train going north;0
I thought the transfer machine at # TTC York Mills station gave me messed up transfers I was wrong Main station has the same problem pic.twitter.com/sZYS3Qhey3;0
Can we get anywhere today # TTC?? Kicked off the train at Victoria Park and now at Chester. You have outdone yourself.;0
Wishing you a safe and happy New Years Eve celebration Toronto! http://ow.ly/xQno30hshSD @ blogTO # newyearsevetoronto # TTC # arrivealive # publictransit;0
Nothing short of an IED will stop the wilful stupidity of an entitled Toronto driver. # TOpoli # TTC https://twitter.com/bradTTC/status/947533721112055809 …;0
This is not how you return a rental car # TTC pic.twitter.com/mEcX6GHZmP;0
If you live in Toronto, or anywhere else in Ontario, or even thousands of miles away in the furthest corner of Canada YOU are paying for drunken idiots to take # TTC for free tonight pic.twitter.com/IdA315RZkM;0
You guys # TTC should have it free all day today and not after 7:00pm. Ppl drink as soon as the morning starts unfortunately because it is the last day of the year;0
After waiting 12 minutes for a train on line 1 going south I am now thrown off a train at Christy station because the train is going out of service... Fix your fucking system. # TTC # ttcfail;0
No but you have no problem condoning a transit system by charges are some of the highest transit fares in North America but yet does not offer a service that warrants those charges... You want to help fix the fucking system... # ttcfail # TTC;0
Try telling that to the people at Sheppard West station at this moment # ttc # TOtransit;0
The next time something like this happens, passengers need to know about it. Hundreds of people aren't happy right now. # ttc # topoli # TOtransithttps://twitter.com/TTChelps/status/947457031849508864 …;0
If your take away here is concern around my calling the streetcar a bus, you're missing the plot. Does the # TTC hire you to troll unhappy customers? Don't bother to reply, the question is rhetorical.;0
It's always nice to hear heated arguments at night on the TTC in scarberia... especially when racial and homophobic slurs are tossed around and the bus driver threatens to put the bus out of service rather than just kicking the person off # 24gonewild # TTC;0
It seems to me that public sector management is not necessarily a panacea for all things incompetent in the public service. # TTC # LineOneExtentionhttps://www.thestar.com/news/gta/2015/04/13/bechtel-awarded-contract-to-manage-completion-of-spadina-subway-extension.html …;0
I went to a new station today it was pretty empty and dark!!! # ttc # highway407station # subway… https://www.instagram.com/p/BdWMiK6gI0N/;0
And I thought no company could do worse than # TTC ....;0
# TTC i hate it how ttc bus drivers are tell you yur child cant be in the wagging it like why the hell not i know how to control my wagging it not my fault that dumb people can't;0
Waiting for the # TTC to be on time for once got me like....... pic.twitter.com/85fNDhsBq9;0
Why is colder inside this # ttc bus that it is outside? pic.twitter.com/C0mRPJxsYa;0
The bus took only 5 min to get from Coxwell to Amsterdam ave! # TTC # crazydriver # feelingafraid;0
I really don’t know what happens with the 70’s bus drivers!!!! They are so rude! # TTC;0
My # TTC driver has a woman standing next to him and flirting this whole ride. She's clearly ahead of the white line and that rule is sacred.;0
Thanks I hope it gets better too cause i go back to work on Tuesday gotta buy something to get on the subway with and the TTC locked one of their remodelled exits and made it only @ PRESTOcard accessible in my area which is a joke since you can’t buy a card in the station! # TTC https://twitter.com/terisa7/status/946916048766455808 …;0
Signal issues. Just like any other day. First of all, what are these so-called “signal issues”? # TTC;0
The TTC is saying that not one single person involved in the decision making process thought this $500K art installation could be abused. Pure stupidity at the highest levels. # TTC # Toronto # Stupidity # Ineptness # IdioticLeadership # topolihttp://www.cbc.ca/1.4465290;0
Shout out to both of my bus transfers being about 30 minutes till next bus at each stop. # TTC pic.twitter.com/pPvbJiSVN3;0
Today the Lansdowne bus just straight up smelled like a fart. # ttc;0
Nice one # TTC . Far better to have a worker on oxycodone and drowsy than on medical marijuana (without the psychoactive component) and alert. Do your research please. @ ttcnotices @ ttcstuarthttp://torontosun.com/news/local-news/the-ttc-has-gone-overboard-no-pain-relief-for-subway-driver-who-needs-cannabis-oil/ …;0
# ttc 505 car 4176 closed doors in my face today as I tried to board at Dundas and Yonge. Cold and snowy out. Not cool!;0
When is it going to be biking weather again? Having to depend on the # ttc is a joke;0
It's been how long since this hasn't been showing the next bus timings? I've lost track.. @ TTCnotices @ TTChelps # TTC # Broadview #100pic.twitter.com/AT5CCiJ0Dh;0
Typical great service from the # ttc! Especially on a frequent (10 mins or less) stop @ TTChelps # publictransit # Toronto # ServiceFailpic.twitter.com/pw7xo03uBT;0
"I don't know how the @ TTChelps don't expect hate from Customers. Being yelled at for asking for info very politely and hearing This is not my problem"" is just outrageous # TTC # ttcfail # horribleservice""";0
When you rush out the door because the streetcar is due in 5min and 20 minutes later you're still waiting in the snow. # TTC;0
Delays at TTC southbound already train hasn't moved at Eglinton West 10min # ttc # nobueno;0
3 elevators still out of service stand out as the only Toronto # TTC alerts today &updated Dec 23/4! What are people using wheelchairs to do?;0
How infuriating and embarrassing that the ONE attendant at a maj hub station like Bloor would be closed for the night before 9pm @ TTChelps. He couldn’t even be bothered to speak but rudely shooed customers away as if we were little flies # TTC pic.twitter.com/V7TvJOQocK;0
No # washrooms & $500k spent on an art installation that won't be functional! Wonder how many more skeletons are going to come out of the # ttc cupboard? # Excellent use of # taxpayers money # ttcfail;0
"Let's pay $500k for this thing then not use it."" Sounds about right for # TTC management logic. C'mon, guys. The prospect of abuse didn't come up when you wrote that half million dollar cheque? # toronto""";0
How does adding a subway to my actual town not make my commute faster in any way? # thistrainisnowoutofservice # ttc;0
Why do I attempt to take the # TTC when I know I can walk home faster. WHY?!;0
Honestly, if I had a dollar for every time I got stuck on the subway due to an emergency alarm I wouldn’t have to take the damn # ttc anymore # torontopic.twitter.com/5dGwm4Mpuz;0
Half a million spent on art that may never be used, but couldn’t spring on a few sinks and toilets. # Toronto # TTC http://www.cbc.ca/radio/asithappens/as-it-happens-wednesday-edition-1.4465289/500k-toronto-subway-digital-art-installation-kept-offline-over-hate-speech-fears-1.4465290 …;0
Waiting for subway at Shepard west over 32 minutes not acceptable # ttc;0
Good job # TTC # Presto & # YorkU for making all the east end people’s lives even more difficult than it already is;0
Two words: # ttc rage;0
sad, they can blow half a million on an art installation but cant figure out a $10 software language filter # TTC # Losershttps://twitter.com/CarymaRules/status/946186962565763072 …;0
# TTC 5 buses idling with the drivers out for between five and ten minutes each @ Kipling. Breathing impossible. Idling beyond limit is illegal.;0
@ TTCtweets Why does it take nearly 30min to get from Sheppard to Eglinton Station? Why? Why? Why? No announcements at all! What's the excuse this time? # ttc;0
Hello again @ TTChelps, you double-dipped into my account. I don't recall that being part of our # MDP agreement. # TTCfail # TTC # frustrated;0
There's no pickup area at the Vaughan Metropolitan Station...Wtf. good news is ttc was so disorganised everyone got free rides today lol. # ttc # suchamess;0
